#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","0.0015271631,","0.005192355,",0.007330383,-,back,sitting,chair,-,(angular,velocity).
#datetime:,26/06/2013,12:44:07,0.007330383,-,back,sitting,chair,-,(angular,velocity).
##########################################,"0.0015271631,","0.005192355,",0.007330383,-,back,sitting,chair,-,(angular,velocity).
#activity:,12,-,bsc,-,back,sitting,chair,-,10s,velocity).
#subject,id:,7,0.007330383,-,back,sitting,chair,-,(angular,velocity).
#first,name:,sub7,0.007330383,-,back,sitting,chair,-,(angular,velocity).
#last,name:,sub7,0.007330383,-,back,sitting,chair,-,(angular,velocity).
#age:,25,"0.005192355,",0.007330383,-,back,sitting,chair,-,(angular,velocity).
#height(cm):,189,"0.005192355,",0.007330383,-,back,sitting,chair,-,(angular,velocity).
#weight(kg):,80,"0.005192355,",0.007330383,-,back,sitting,chair,-,(angular,velocity).
#gender:,male,"0.005192355,",0.007330383,-,back,sitting,chair,-,(angular,velocity).
"670765236000,","-1.2229522,","0.7874053,",0.04184427,-,back,sitting,chair,-,(angular,velocity).
"670770200000,","-1.2287555,","0.7648033,",0.06872234,-,back,sitting,chair,-,(angular,velocity).
"670775201000,","-1.2162327,","0.77213365,",0.054367006,-,back,sitting,chair,-,(angular,velocity).
"670780232000,","-1.2400564,","0.75655663,",0.061086524,-,back,sitting,chair,-,(angular,velocity).
"670785289000,","-1.2421945,","0.7535023,",0.063224554,-,back,sitting,chair,-,(angular,velocity).
"670790179000,","-1.244027,","0.73456544,",0.07422013,-,back,sitting,chair,-,(angular,velocity).
"670795173000,","-1.2486086,","0.7134906,",0.08307768,-,back,sitting,chair,-,(angular,velocity).
"670800263000,","-1.2421945,","0.6966918,",0.093767814,-,back,sitting,chair,-,(angular,velocity).
"670805277000,","-1.2479976,","0.64934975,",0.10293079,-,back,sitting,chair,-,(angular,velocity).
"670810186000,","-1.1988231,","0.58276546,",0.10903945,-,back,sitting,chair,-,(angular,velocity).
"670815199000,","-1.1074986,","0.5119051,",0.105068825,-,back,sitting,chair,-,(angular,velocity).
"670820211000,","-0.9828822,","0.4364632,",0.09682214,-,back,sitting,chair,-,(angular,velocity).
"670825187000,","-0.84391034,","0.3652974,",0.08399397,-,back,sitting,chair,-,(angular,velocity).
"670830278000,","-0.7119634,","0.30115658,",0.07971791,-,back,sitting,chair,-,(angular,velocity).
"670835425000,","-0.5934556,","0.09040806,",0.034208454,-,back,sitting,chair,-,(angular,velocity).
"670840183000,","-0.17837265,","-0.04337143,",0.0036651916,-,back,sitting,chair,-,(angular,velocity).
"670846140000,","0.061086524,","-0.04184427,",0.011911872,-,back,sitting,chair,-,(angular,velocity).
"670850206000,","0.021685716,","-0.01282817,",0.013439035,-,back,sitting,chair,-,(angular,velocity).
"670855385000,","0.007330383,","-0.009773844,",0.0067195175,-,back,sitting,chair,-,(angular,velocity).
"670860199000,","-0.009468411,","-0.016493361,",0.007941248,-,back,sitting,chair,-,(angular,velocity).
"670865221000,","-0.002443461,","-0.018936822,",0.01038471,-,back,sitting,chair,-,(angular,velocity).
"670870208000,","0.007941248,","-0.014049901,",0.014966198,-,back,sitting,chair,-,(angular,velocity).
"670875176000,","0.009468411,","-0.011301007,",0.019242255,-,back,sitting,chair,-,(angular,velocity).
"670880238000,","0.005192355,","-0.0067195175,",0.009773844,-,back,sitting,chair,-,(angular,velocity).
"670885216000,","0.0015271631,","0.0021380284,",0.01038471,-,back,sitting,chair,-,(angular,velocity).
"670890337000,","0.0033597588,","-0.004276057,",0.009773844,-,back,sitting,chair,-,(angular,velocity).
"670895229000,","0.007330383,","-0.004886922,",0.01038471,-,back,sitting,chair,-,(angular,velocity).
"670900243000,","0.004276057,","-0.0015271631,",0.006414085,-,back,sitting,chair,-,(angular,velocity).
"670905265000,","-0.0027488936,","0.002443461,",0.004581489,-,back,sitting,chair,-,(angular,velocity).
"670910184000,","-0.0027488936,","0.008246681,",0.0076358155,-,back,sitting,chair,-,(angular,velocity).
"670916467000,","0.0015271631,","0.007941248,",0.011911872,-,back,sitting,chair,-,(angular,velocity).
"670920232000,","-0.01038471,","0.009162978,",0.011911872,-,back,sitting,chair,-,(angular,velocity).
"670925177000,","-0.01038471,","0.010079277,",0.01160644,-,back,sitting,chair,-,(angular,velocity).
"670930199000,","0.004276057,","0.0125227375,",0.0106901415,-,back,sitting,chair,-,(angular,velocity).
"670935186000,","-0.0033597588,","0.013133603,",0.008246681,-,back,sitting,chair,-,(angular,velocity).
"670940194000,","-0.007330383,","0.0143553335,",0.013133603,-,back,sitting,chair,-,(angular,velocity).
"670945224000,","-0.004276057,","0.018325957,",0.0106901415,-,back,sitting,chair,-,(angular,velocity).
"670950228000,","0.008552114,","0.018936822,",0.0070249503,-,back,sitting,chair,-,(angular,velocity).
"670955198000,","6.1086525e-4,","0.0070249503,",0.0061086523,-,back,sitting,chair,-,(angular,velocity).
"670960159000,","-0.0061086523,","0.008246681,",0.008857546,-,back,sitting,chair,-,(angular,velocity).
"670965194000,","0.004581489,","0.014049901,",0.015882496,-,back,sitting,chair,-,(angular,velocity).
"670970211000,","0.011301007,","0.0067195175,",0.011301007,-,back,sitting,chair,-,(angular,velocity).
"670975207000,","0.008246681,","0.009162978,",0.01038471,-,back,sitting,chair,-,(angular,velocity).
"670980291000,","-0.004581489,","0.016493361,",0.004886922,-,back,sitting,chair,-,(angular,velocity).
"670985458000,","-0.0018325958,","0.01282817,",0.0106901415,-,back,sitting,chair,-,(angular,velocity).
"670990243000,","0.004886922,","0.014049901,",0.0018325958,-,back,sitting,chair,-,(angular,velocity).
"670995224000,","0.0036651916,","0.01863139,",0.0033597588,-,back,sitting,chair,-,(angular,velocity).
"671000203000,","-0.005497787,","0.025961773,",0.009162978,-,back,sitting,chair,-,(angular,velocity).
"671005249000,","-0.004581489,","0.028099801,",0.0106901415,-,back,sitting,chair,-,(angular,velocity).
"671010205000,","0.0015271631,","0.036651913,",0.008246681,-,back,sitting,chair,-,(angular,velocity).
"671015280000,","0.004276057,","0.03390302,",0.010995574,-,back,sitting,chair,-,(angular,velocity).
"671020137000,","9.162979e-4,","0.035430185,",0.010079277,-,back,sitting,chair,-,(angular,velocity).
"671025214000,","-0.006414085,","0.032070424,",0.0076358155,-,back,sitting,chair,-,(angular,velocity).
"671030187000,","-0.009162978,","0.03756821,",0.008246681,-,back,sitting,chair,-,(angular,velocity).
"671035203000,","-0.0067195175,","0.04550946,",0.014049901,-,back,sitting,chair,-,(angular,velocity).
"671040164000,","-0.0027488936,","0.053450707,",0.009773844,-,back,sitting,chair,-,(angular,velocity).
"671045206000,","-0.008552114,","0.048258353,",0.013133603,-,back,sitting,chair,-,(angular,velocity).
"671050204000,","-0.0012217305,","0.05467244,",0.011911872,-,back,sitting,chair,-,(angular,velocity).
"671055157000,","-0.0070249503,","0.0580322,",0.013744468,-,back,sitting,chair,-,(angular,velocity).
"671060197000,","-0.009773844,","0.06780604,",0.010995574,-,back,sitting,chair,-,(angular,velocity).
"671065229000,","-0.0076358155,","0.062002823,",0.0027488936,-,back,sitting,chair,-,(angular,velocity).
"671070200000,","-0.0143553335,","0.05955936,",0.008552114,-,back,sitting,chair,-,(angular,velocity).
"671075202000,","-0.009773844,","0.069027774,",0.00580322,-,back,sitting,chair,-,(angular,velocity).
"671080196000,","-0.0036651916,","0.07238753,",0.013439035,-,back,sitting,chair,-,(angular,velocity).
"671085335000,","-0.0036651916,","0.07574729,",0.012217305,-,back,sitting,chair,-,(angular,velocity).
"671090189000,","-0.009468411,","0.073303826,",0.010079277,-,back,sitting,chair,-,(angular,velocity).
"671095221000,","-0.008246681,","0.06627888,",0.007330383,-,back,sitting,chair,-,(angular,velocity).
"671100315000,","-0.01160644,","0.061086524,",0.0076358155,-,back,sitting,chair,-,(angular,velocity).
"671105198000,","6.1086525e-4,","0.055588737,",0.01038471,-,back,sitting,chair,-,(angular,velocity).
"671110426000,","0.0012217305,","0.052839845,",0.0061086523,-,back,sitting,chair,-,(angular,velocity).
"671115235000,","0.0018325958,","0.051618114,",0.0067195175,-,back,sitting,chair,-,(angular,velocity).
"671120206000,","-0.008552114,","0.04520403,",0.009162978,-,back,sitting,chair,-,(angular,velocity).
"671125288000,","9.162979e-4,","0.038179077,",0.007330383,-,back,sitting,chair,-,(angular,velocity).
"671130167000,","-0.0027488936,","0.045814894,",0.0070249503,-,back,sitting,chair,-,(angular,velocity).
"671135403000,","3.0543262e-4,","0.04184427,",0.008552114,-,back,sitting,chair,-,(angular,velocity).
"671140238000,","-0.006414085,","0.03970624,",0.0070249503,-,back,sitting,chair,-,(angular,velocity).
"671145207000,","0.0033597588,","0.040011674,",0.013439035,-,back,sitting,chair,-,(angular,velocity).
"671150219000,","0.009773844,","0.034513887,",0.0036651916,-,back,sitting,chair,-,(angular,velocity).
"671155270000,","0.002443461,","0.032070424,",0.009468411,-,back,sitting,chair,-,(angular,velocity).
"671160261000,","-0.003970624,","0.03573562,",0.007330383,-,back,sitting,chair,-,(angular,velocity).
"671165238000,","9.162979e-4,","0.04184427,",0.012217305,-,back,sitting,chair,-,(angular,velocity).
"671171218000,","-0.005497787,","0.03176499,",0.01160644,-,back,sitting,chair,-,(angular,velocity).
"671175208000,","-0.008552114,","0.029321533,",0.016798794,-,back,sitting,chair,-,(angular,velocity).
"671180178000,","-0.01038471,","0.022296581,",0.01160644,-,back,sitting,chair,-,(angular,velocity).
"671185355000,","-0.005497787,","0.029626964,",0.014660766,-,back,sitting,chair,-,(angular,velocity).
"671190236000,","-0.007941248,","0.022602014,",0.009162978,-,back,sitting,chair,-,(angular,velocity).
"671195226000,","-0.009468411,","0.023518313,",0.007941248,-,back,sitting,chair,-,(angular,velocity).
"671200206000,","-0.0076358155,","0.025961773,",0.010995574,-,back,sitting,chair,-,(angular,velocity).
"671205264000,","-0.017715093,","0.01863139,",0.007330383,-,back,sitting,chair,-,(angular,velocity).
"671210514000,","-0.010079277,","0.013133603,",9.162979e-4,-,back,sitting,chair,-,(angular,velocity).
"671215230000,","-0.013744468,","0.008552114,",9.162979e-4,-,back,sitting,chair,-,(angular,velocity).
"671220229000,","-0.019547688,","0.018325957,",6.1086525e-4,-,back,sitting,chair,-,(angular,velocity).
"671225201000,","-0.0033597588,","0.008552114,",-0.0015271631,-,back,sitting,chair,-,(angular,velocity).
"671230176000,","-0.0061086523,","0.015271631,",-3.0543262e-4,-,back,sitting,chair,-,(angular,velocity).
"671235374000,","-0.0106901415,","0.011911872,",-0.0067195175,-,back,sitting,chair,-,(angular,velocity).
"671241298000,","-0.010079277,","0.007941248,",0.0067195175,-,back,sitting,chair,-,(angular,velocity).
"671245211000,","-0.005192355,","0.016493361,",0.00580322,-,back,sitting,chair,-,(angular,velocity).
"671250207000,","-9.162979e-4,","0.009468411,",0.0027488936,-,back,sitting,chair,-,(angular,velocity).
"671255260000,","0.0030543262,","0.02321288,",0.008552114,-,back,sitting,chair,-,(angular,velocity).
"671260393000,","0.004581489,","0.021685716,",0.004886922,-,back,sitting,chair,-,(angular,velocity).
"671265188000,","0.007330383,","0.018325957,",0.008552114,-,back,sitting,chair,-,(angular,velocity).
"671270191000,","0.016798794,","0.013744468,",0.010079277,-,back,sitting,chair,-,(angular,velocity).
"671275202000,","0.004581489,","0.00580322,",0.010079277,-,back,sitting,chair,-,(angular,velocity).
"671280188000,","0.01740966,","0.0033597588,",0.013439035,-,back,sitting,chair,-,(angular,velocity).
"671285305000,","0.005192355,","0.006414085,",0.016187929,-,back,sitting,chair,-,(angular,velocity).
"671290168000,","0.0106901415,","-0.003970624,",0.020463986,-,back,sitting,chair,-,(angular,velocity).
"671295204000,","0.019547688,","-0.0033597588,",0.016798794,-,back,sitting,chair,-,(angular,velocity).
"671300205000,","0.011301007,","-0.005192355,",0.023518313,-,back,sitting,chair,-,(angular,velocity).
"671305250000,","0.0036651916,","-0.0076358155,",0.011911872,-,back,sitting,chair,-,(angular,velocity).
"671311202000,","-0.006414085,","-0.004581489,",0.011911872,-,back,sitting,chair,-,(angular,velocity).
"671315166000,","-0.008552114,","-0.004581489,",0.025350908,-,back,sitting,chair,-,(angular,velocity).
"671320204000,","-0.016493361,","-0.007941248,",0.017104227,-,back,sitting,chair,-,(angular,velocity).
"671325196000,","-0.022602014,","-0.008857546,",0.02443461,-,back,sitting,chair,-,(angular,velocity).
"671330166000,","-0.023518313,","-0.010995574,",0.013133603,-,back,sitting,chair,-,(angular,velocity).
"671335199000,","-0.027488936,","-0.009468411,",0.020158553,-,back,sitting,chair,-,(angular,velocity).
"671340162000,","-0.027488936,","-0.015882496,",0.021991149,-,back,sitting,chair,-,(angular,velocity).
"671345197000,","-0.04062254,","-0.008857546,",0.028099801,-,back,sitting,chair,-,(angular,velocity).
"671350202000,","-0.032070424,","-0.015577064,",0.02443461,-,back,sitting,chair,-,(angular,velocity).
"671355218000,","-0.03481932,","-0.013744468,",0.018020526,-,back,sitting,chair,-,(angular,velocity).
"671360264000,","-0.035430185,","-0.010995574,",0.021380283,-,back,sitting,chair,-,(angular,velocity).
"671365167000,","-0.032070424,","-0.008857546,",0.028710667,-,back,sitting,chair,-,(angular,velocity).
"671370184000,","-0.03848451,","-0.016493361,",0.028099801,-,back,sitting,chair,-,(angular,velocity).
"671375200000,","-0.03756821,","9.162979e-4,",0.02565634,-,back,sitting,chair,-,(angular,velocity).
"671380182000,","-0.032986723,","-0.004276057,",0.030848695,-,back,sitting,chair,-,(angular,velocity).
"671385198000,","-0.034513887,","-0.0070249503,",0.029321533,-,back,sitting,chair,-,(angular,velocity).
"671390204000,","-0.03634648,","6.1086525e-4,",0.02687807,-,back,sitting,chair,-,(angular,velocity).
"671395198000,","-0.035124753,","0.005497787,",0.03390302,-,back,sitting,chair,-,(angular,velocity).
"671400200000,","-0.034513887,","0.004276057,",0.04184427,-,back,sitting,chair,-,(angular,velocity).
"671405229000,","-0.03848451,","0.013439035,",0.039095376,-,back,sitting,chair,-,(angular,velocity).
"671410234000,","-0.044898596,","0.0027488936,",0.050701816,-,back,sitting,chair,-,(angular,velocity).
"671415124000,","-0.043066,","-0.0012217305,",0.04428773,-,back,sitting,chair,-,(angular,velocity).
"671420230000,","-0.050701816,","0.010995574,",0.05222898,-,back,sitting,chair,-,(angular,velocity).
"671425138000,","-0.05681047,","0.010079277,",0.04917465,-,back,sitting,chair,-,(angular,velocity).
"671430202000,","-0.05467244,","0.023823744,",0.049480084,-,back,sitting,chair,-,(angular,velocity).
"671435184000,","-0.07941248,","0.008246681,",0.05222898,-,back,sitting,chair,-,(angular,velocity).
"671440237000,","-0.07788532,","0.0018325958,",0.053145275,-,back,sitting,chair,-,(angular,velocity).
"671445164000,","-0.074830994,","0.0012217305,",0.0580322,-,back,sitting,chair,-,(angular,velocity).
"671450442000,","-0.07819075,","-3.0543262e-4,",0.06291912,-,back,sitting,chair,-,(angular,velocity).
"671455168000,","-0.08399397,","-0.011301007,",0.062308256,-,back,sitting,chair,-,(angular,velocity).
"671460228000,","-0.086437434,","-0.019242255,",0.061086524,-,back,sitting,chair,-,(angular,velocity).
"671465231000,","-0.0870483,","-0.015882496,",0.062308256,-,back,sitting,chair,-,(angular,velocity).
"671470199000,","-0.09162979,","-0.019547688,",0.064751714,-,back,sitting,chair,-,(angular,velocity).
"671475220000,","-0.09010262,","-0.0290161,",0.06780604,-,back,sitting,chair,-,(angular,velocity).
"671480243000,","-0.09101892,","-0.031154128,",0.07238753,-,back,sitting,chair,-,(angular,velocity).
"671485555000,","-0.09712757,","-0.035124753,",0.07819075,-,back,sitting,chair,-,(angular,velocity).
"671490204000,","-0.10751228,","-0.03359759,",0.07971791,-,back,sitting,chair,-,(angular,velocity).
"671496210000,","-0.10781772,","-0.03573562,",0.08124508,-,back,sitting,chair,-,(angular,velocity).
"671500231000,","-0.12370021,","-0.038179077,",0.081855945,-,back,sitting,chair,-,(angular,velocity).
"671505272000,","-0.12339478,","-0.043982297,",0.082161374,-,back,sitting,chair,-,(angular,velocity).
"671510236000,","-0.122783914,","-0.03848451,",0.09132435,-,back,sitting,chair,-,(angular,velocity).
"671515322000,","-0.1414153,","-0.041233405,",0.09773844,-,back,sitting,chair,-,(angular,velocity).
"671520224000,","-0.15363261,","-0.04550946,",0.09712757,-,back,sitting,chair,-,(angular,velocity).
"671525240000,","-0.15393804,","-0.043982297,",0.10903945,-,back,sitting,chair,-,(angular,velocity).
"671530191000,","-0.16737708,","-0.051923547,",0.119729586,-,back,sitting,chair,-,(angular,velocity).
"671535228000,","-0.1704314,","-0.04886922,",0.11911872,-,back,sitting,chair,-,(angular,velocity).
"671540235000,","-0.16554448,","-0.059864793,",0.1142318,-,back,sitting,chair,-,(angular,velocity).
"671545228000,","-0.18020524,","-0.06078109,",0.122478485,-,back,sitting,chair,-,(angular,velocity).
"671550206000,","-0.18448131,","-0.080634214,",0.13408493,-,back,sitting,chair,-,(angular,velocity).
"671555238000,","-0.19211712,","-0.074830994,",0.14508049,-,back,sitting,chair,-,(angular,velocity).
"671560219000,","-0.19456059,","-0.070554934,",0.14569137,-,back,sitting,chair,-,(angular,velocity).
"671566366000,","-0.19792034,","-0.063224554,",0.15241088,-,back,sitting,chair,-,(angular,velocity).
"671570128000,","-0.20586158,","-0.0729984,",0.15607607,-,back,sitting,chair,-,(angular,velocity).
"671575201000,","-0.20708331,","-0.089491755,",0.15699236,-,back,sitting,chair,-,(angular,velocity).
"671580207000,","-0.21594086,","-0.105374254,",0.1740966,-,back,sitting,chair,-,(angular,velocity).
"671585508000,","-0.23151793,","-0.124005646,",0.17715092,-,back,sitting,chair,-,(angular,velocity).
"671590168000,","-0.24617869,","-0.14721853,",0.18875736,-,back,sitting,chair,-,(angular,velocity).
"671595228000,","-0.25289822,","-0.15882497,",0.19761491,-,back,sitting,chair,-,(angular,velocity).
"671600229000,","-0.27855456,","-0.16676621,",0.2098322,-,back,sitting,chair,-,(angular,velocity).
"671605201000,","-0.29565877,","-0.172264,",0.21105394,-,back,sitting,chair,-,(angular,velocity).
"671610219000,","-0.32345316,","-0.16676621,",0.22510384,-,back,sitting,chair,-,(angular,velocity).
"671615327000,","-0.35705075,","-0.15485434,",0.22968534,-,back,sitting,chair,-,(angular,velocity).
"671620227000,","-0.38637227,","-0.15974127,",0.23335053,-,back,sitting,chair,-,(angular,velocity).
"671625135000,","-0.40103304,","-0.14660765,",0.2443461,-,back,sitting,chair,-,(angular,velocity).
"671630185000,","-0.43554693,","-0.13775012,",0.26083946,-,back,sitting,chair,-,(angular,velocity).
"671636354000,","-0.46089783,","-0.16310102,",0.26939157,-,back,sitting,chair,-,(angular,velocity).
"671640167000,","-0.48380527,","-0.16890424,",0.27580565,-,back,sitting,chair,-,(angular,velocity).
"671645116000,","-0.49235737,","-0.18234327,",0.2843578,-,back,sitting,chair,-,(angular,velocity).
"671650205000,","-0.5039638,","-0.19028452,",0.29657507,-,back,sitting,chair,-,(angular,velocity).
"671656560000,","-0.51923543,","-0.20738874,",0.2996294,-,back,sitting,chair,-,(angular,velocity).
"671660193000,","-0.54641896,","-0.21319197,",0.3109304,-,back,sitting,chair,-,(angular,velocity).
"671665220000,","-0.56321776,","-0.22357668,",0.32253686,-,back,sitting,chair,-,(angular,velocity).
"671670187000,","-0.57757306,","-0.22602014,",0.33414328,-,back,sitting,chair,-,(angular,velocity).
"671675205000,","-0.6078109,","-0.20677789,",0.3368922,-,back,sitting,chair,-,(angular,velocity).
"671680152000,","-0.6404922,","-0.20799962,",0.34880406,-,back,sitting,chair,-,(angular,velocity).
"671685191000,","-0.66645396,","-0.19211712,",0.36010507,-,back,sitting,chair,-,(angular,velocity).
"671690240000,","-0.6969972,","-0.18692477,",0.36285394,-,back,sitting,chair,-,(angular,velocity).
"671695117000,","-0.7312057,","-0.16432275,",0.37293324,-,back,sitting,chair,-,(angular,velocity).
"671700224000,","-0.7620544,","-0.15577064,",0.3717115,-,back,sitting,chair,-,(angular,velocity).
"671705164000,","-0.8023715,","-0.1414153,",0.36713,-,back,sitting,chair,-,(angular,velocity).
"671710195000,","-0.83169305,","-0.13836098,",0.3744604,-,back,sitting,chair,-,(angular,velocity).
"671715124000,","-0.8735373,","-0.15118915,",0.37751472,-,back,sitting,chair,-,(angular,velocity).
"671720178000,","-0.9095783,","-0.16279559,",0.3820962,-,back,sitting,chair,-,(angular,velocity).
"671725116000,","-0.9636399,","-0.17470746,",0.39767328,-,back,sitting,chair,-,(angular,velocity).
"671730192000,","-1.0167851,","-0.18906279,",0.40500367,-,back,sitting,chair,-,(angular,velocity).
"671735262000,","-1.0445796,","-0.20922135,",0.410196,-,back,sitting,chair,-,(angular,velocity).
"671740240000,","-1.0977248,","-0.21105394,",0.43066,-,back,sitting,chair,-,(angular,velocity).
"671745222000,","-1.1389582,","-0.2098322,",0.4447099,-,back,sitting,chair,-,(angular,velocity).
"671750214000,","-1.2006557,","-0.19456059,",0.46486846,-,back,sitting,chair,-,(angular,velocity).
"671755277000,","-1.2544118,","-0.16829337,",0.45662177,-,back,sitting,chair,-,(angular,velocity).
"671760266000,","-1.3069462,","-0.14446963,",0.46395215,-,back,sitting,chair,-,(angular,velocity).
"671765200000,","-1.3435981,","-0.122478485,",0.47525316,-,back,sitting,chair,-,(angular,velocity).
"671770231000,","-1.3939945,","-0.09285152,",0.46883908,-,back,sitting,chair,-,(angular,velocity).
"671775468000,","-1.4495832,","-0.105374254,",0.45814893,-,back,sitting,chair,-,(angular,velocity).
"671780197000,","-1.4908166,","-0.13622294,",0.4654793,-,back,sitting,chair,-,(angular,velocity).
"671785281000,","-1.5155567,","-0.172264,",0.46731192,-,back,sitting,chair,-,(angular,velocity).
"671790226000,","-1.5427402,","-0.24098633,",0.46853364,-,back,sitting,chair,-,(angular,velocity).
"671795210000,","-1.5790867,","-0.32589662,",0.47342056,-,back,sitting,chair,-,(angular,velocity).
"671800206000,","-1.6050484,","-0.3921755,",0.47769663,-,back,sitting,chair,-,(angular,velocity).
"671805252000,","-1.6236799,","-0.4364632,",0.4896085,-,back,sitting,chair,-,(angular,velocity).
"671811221000,","-1.6319265,","-0.46273044,",0.49632803,-,back,sitting,chair,-,(angular,velocity).
"671815205000,","-1.6417004,","-0.4437936,",0.5112942,-,back,sitting,chair,-,(angular,velocity).
"671820206000,","-1.6310102,","-0.37904188,",0.5204572,-,back,sitting,chair,-,(angular,velocity).
"671825174000,","-1.6206255,","-0.3359759,",0.5311473,-,back,sitting,chair,-,(angular,velocity).
"671830247000,","-1.5964963,","-0.22968534,",0.5403103,-,back,sitting,chair,-,(angular,velocity).
"671835198000,","-1.5693128,","-0.11056661,",0.5500842,-,back,sitting,chair,-,(angular,velocity).
"671840162000,","-1.5418239,","-0.014049901,",0.5543602,-,back,sitting,chair,-,(angular,velocity).
"671845155000,","-1.5140295,","0.09254608,",0.54061574,-,back,sitting,chair,-,(angular,velocity).
"671850313000,","-1.5042557,","0.17623462,",0.5305365,-,back,sitting,chair,-,(angular,velocity).
"671855107000,","-1.5338826,","0.2125811,",0.5045747,-,back,sitting,chair,-,(angular,velocity).
"671860287000,","-1.5775595,","0.22540927,",0.4804455,-,back,sitting,chair,-,(angular,velocity).
"671865106000,","-1.6071864,","0.21746802,",0.44409904,-,back,sitting,chair,-,(angular,velocity).
"671870194000,","-1.613906,","0.24190263,",0.41691554,-,back,sitting,chair,-,(angular,velocity).
"671875056000,","-1.5882497,","0.27397305,",0.39645153,-,back,sitting,chair,-,(angular,velocity).
"671880092000,","-1.5372424,","0.34208453,",0.38606682,-,back,sitting,chair,-,(angular,velocity).
"671885090000,","-1.4618006,","0.45173484,",0.37934732,-,back,sitting,chair,-,(angular,velocity).
"671890494000,","-1.4126259,","0.5332854,",0.38545597,-,back,sitting,chair,-,(angular,velocity).
"671895057000,","-1.3768903,","0.5849035,",0.39278635,-,back,sitting,chair,-,(angular,velocity).
"671900061000,","-1.349096,","0.63041294,",0.4288274,-,back,sitting,chair,-,(angular,velocity).
"671905108000,","-1.3313808,","0.68477994,",0.44715336,-,back,sitting,chair,-,(angular,velocity).
"671910125000,","-1.3390167,","0.7162395,",0.50579643,-,back,sitting,chair,-,(angular,velocity).
"671915094000,","-1.3695599,","0.6600399,",0.5635232,-,back,sitting,chair,-,(angular,velocity).
"671920052000,","-1.4370605,","0.6093381,",0.6444628,-,back,sitting,chair,-,(angular,velocity).
"671925094000,","-1.4718798,","0.43096542,",0.6924158,-,back,sitting,chair,-,(angular,velocity).
"671930090000,","-1.5360206,","0.18875736,",0.7870999,-,back,sitting,chair,-,(angular,velocity).
"671935083000,","-1.5534303,","-0.061391957,",0.89980453,-,back,sitting,chair,-,(angular,velocity).
"671940069000,","-1.5418239,","-0.30695978,",0.95539325,-,back,sitting,chair,-,(angular,velocity).
"671945091000,","-1.5015068,","-0.4783075,",1.0198395,-,back,sitting,chair,-,(angular,velocity).
"671950059000,","-1.4541647,","-0.64751714,",1.0268645,-,back,sitting,chair,-,(angular,velocity).
"671955161000,","-1.3839152,","-0.7144069,",1.0158689,-,back,sitting,chair,-,(angular,velocity).
"671961094000,","-1.3335189,","-0.69027776,",0.95264435,-,back,sitting,chair,-,(angular,velocity).
"671965208000,","-1.2935071,","-0.66523224,",0.89919364,-,back,sitting,chair,-,(angular,velocity).
"671970197000,","-1.2794572,","-0.61422503,",0.7861836,-,back,sitting,chair,-,(angular,velocity).
"671975107000,","-1.2733486,","-0.52381694,",0.6808093,-,back,sitting,chair,-,(angular,velocity).
"671980153000,","-1.2983941,","-0.45540005,",0.61086524,-,back,sitting,chair,-,(angular,velocity).
"671985184000,","-1.3072516,","-0.43310347,",0.54092115,-,back,sitting,chair,-,(angular,velocity).
